meal_description,carb,protein,fat,energy
"I treated myself to a small (30g) piece of dark chocolate (85% cocoa) after dinner",10.5,3.0,15.0,186.0
"My pre-workout fuel was a banana (118g) with 1 tbsp (16g) of cashew butter",27.31,4.34,8.14,201.18
"Post-exercise, I had a shake made with 30g of pea protein powder and 250ml of oat milk",11.75,24.25,7.75,213.75
"Breakfast was 2 poached eggs (100g) on 1 slice (30g) of whole grain toast with 1/4 medium avocado (34g)",15.69,19.7,16.31,289.31
"Dinner included 150g of grilled turkey breast with 200g of roasted butternut squash and 100g of steamed kale",29.7,44.9,4.7,343.9
"For a light snack, I had 1 medium-sized pear (178g) with 1 oz (28g) of blue cheese",27.64,6.34,9.14,217.18
"Lunch was a tuna salad sandwich with 2 slices (60g) of whole grain bread, 100g of canned tuna in water, and 1 tbsp (15g) of light mayonnaise",30.9,32.8,8.5,331.3
"My evening treat was a small (125ml) glass of red wine with 1 oz (28g) of aged parmesan cheese",4.9,11.83,8.05,144.49
"For breakfast, I had a smoothie made with 200ml of kefir, 1 scoop (30g) of vanilla protein powder, and 100g of mixed berries",22.0,29.0,5.5,254.5
"My lunch was a grilled vegetable wrap with a large (50g) whole wheat tortilla, 150g of grilled vegetables, and 30g of hummus",35.5,9.5,9.5,264.5
"As an afternoon pick-me-up, I had a small latte (200ml) made with whole milk and a shot of espresso",9.6,6.6,4.8,108.0
"For dinner, I savored 150g of grilled lean beef steak with 100g of quinoa and 100g of roasted asparagus",39.1,44.9,11.7,441.9
"Before bed, I enjoyed a small handful (28g) of macadamia nuts",3.7,2.2,21.5,215.6
"My breakfast consisted of 2 slices (60g) of rye bread with 2 tbsp (32g) of cream cheese and 50g of smoked salmon",30.9,22.5,15.5,352.1
"For lunch, I had a Caesar salad with 100g of grilled chicken breast, 50g of romaine lettuce, 20g of parmesan cheese, and 2 tbsp (30g) of Caesar dressing",2.5,35.5,20.5,336.5
"My afternoon snack was 1 medium apple (182g) with 2 tbsp (32g) of peanut butter",30.64,8.34,16.14,297.18
"Dinner was 150g of grilled tofu with 150g of stir-fried vegetables and 100g of brown rice",54.5,23.1,13.5,429.9
"As a late-night snack, I had 1 cup (245g) of low-fat cottage cheese with 1 tbsp (15ml) of sugar-free jam",14.9,28.5,2.5,196.5
"For breakfast, I enjoyed a veggie omelet made with 2 whole eggs (100g), 50g of spinach, 30g of mushrooms, and 1 oz (28g) of feta cheese",3.69,19.7,19.31,265.31
"My lunch was a chicken and quinoa bowl with 100g of grilled chicken, 100g of cooked quinoa, and 100g of mixed roasted vegetables",39.5,39.5,9.5,403.5
"As a mid-afternoon snack, I had 150g of edamame pods (about 75g of beans)",7.5,9.0,4.5,108.0
"For dinner, I prepared 180g of baked salmon with 150g of roasted sweet potato and 100g of steamed broccoli",41.7,44.9,16.7,503.9
"Before bed, I had a small (200ml) cup of chamomile tea with 1 tsp (7g) of honey",6.09,0.02,0.0,24.43
"My mid-morning boost was a homemade energy ball (30g) made with dates, cashews, and coconut",15.0,3.0,8.0,145.0
"Lunch consisted of a lentil and vegetable curry (300g) with 100g of basmati rice",75.5,15.5,6.5,425.5
"I treated myself to a small (50g) serving of gelato after dinner",15.0,2.0,5.0,115.0
"My pre-workout fuel was 1 slice (30g) of whole grain bread with 1/2 medium banana (59g)",26.87,3.92,1.48,137.48
"Post-exercise, I had a protein shake made with 30g of collagen protein powder and 250ml of coconut water",7.75,18.25,0.75,111.75
"Breakfast was 1 cup (245g) of low-fat Greek yogurt with 1/4 cup (30g) of granola and 1 tbsp (15ml) of maple syrup",30.7,24.42,8.77,298.57
"Dinner included 150g of grilled shrimp with 200g of zucchini noodles and 2 tbsp (30ml) of pesto sauce",8.1,33.9,18.5,333.9
"For a light snack, I had 1 medium-sized peach (150g) with 1 oz (28g) of goat cheese",21.64,7.34,6.14,169.18
"Lunch was a Mediterranean-style plate with 100g of hummus, 50g of whole wheat pita bread, 50g of feta cheese, and 100g of mixed olives",30.5,19.5,37.5,535.5
"My evening treat was a small (125ml) glass of kombucha with 1 oz (28g) of dark chocolate (70% cocoa)",15.9,3.2,12.0,187.4
"For breakfast, I had 2 slices (60g) of sourdough toast with 1/2 medium avocado (68g) and 2 slices (56g) of tomato",35.4,6.2,11.9,269.5
"My lunch consisted of a turkey and avocado wrap with a large (50g) whole wheat tortilla, 100g of sliced turkey breast, and 1/4 medium avocado (34g)",30.5,31.5,14.5,376.5
"As an afternoon pick-me-up, I had a matcha latte made with 200ml of oat milk and 1 tsp (2g) of matcha powder",11.2,3.0,3.5,88.3
"For dinner, I savored 150g of grilled lamb chops with 100g of couscous and 100g of grilled eggplant",30.7,39.9,23.7,501.9
"Before bed, I enjoyed a small handful (28g) of pistachios",7.7,5.8,13.0,170.5
"My breakfast was a chia seed pudding made with 3 tbsp (30g) of chia seeds, 200ml of almond milk, and 1 tbsp (15g) of honey",24.9,7.5,11.1,228.3
"For lunch, I had a Nicoise salad with 50g of mixed greens, 100g of canned tuna, 1 hard-boiled egg (50g), 50g of green beans, and 2 tbsp (30ml) of olive oil",3.5,34.5,24.5,374.5
"My afternoon snack was 1 medium orange (131g) with 1 oz (28g) of mixed nuts",18.43,7.89,16.13,254.83
"Dinner was 150g of grilled chicken thighs with 150g of roasted Brussels sprouts and 100g of sweet potato",29.7,39.9,14.7,413.9
"As a late-night snack, I had 1 cup (245g) of plain non-fat Greek yogurt with 1 tbsp (15ml) of honey",14.9,23.0,0.5,157.1
"For breakfast, I enjoyed a bowl of 40g bran flakes with 200ml of semi-skimmed milk and 1 small banana (101g)",45.91,10.8,3.7,260.34
"My lunch was a quinoa and black bean bowl with 100g of cooked quinoa, 100g of black beans, 50g of corn, and 1/4 medium avocado (34g)",69.5,17.5,9.5,433.5
"As a mid-afternoon snack, I had 150g of Greek yogurt with 1 tbsp (15g) of chia seeds and 50g of blueberries",15.75,19.95,10.75,241.55
"For dinner, I prepared 180g of baked tilapia with 150g of roasted cauliflower and 100g of brown rice",54.7,39.9,4.7,423.9
"Before bed, I had a small (200ml) glass of warm almond milk with 1 tsp (2g) of cinnamon",2.4,1.0,2.5,35.1
"My mid-morning boost was a homemade smoothie with 200ml of coconut water, 1 scoop (30g) of vanilla protein powder, and 100g of spinach",13.0,25.0,1.5,165.5
"Lunch consisted of a vegetable and chickpea curry (300g) with 100g of brown rice",75.5,15.5,9.5,451.5
"I treated myself to a small (50g) serving of frozen yogurt with 1 tbsp (15g) of chopped walnuts after dinner",18.7,4.9,8.1,167.35
"My pre-workout fuel was 1 rice cake (9g) with 1 tbsp (16g) of almond butter",8.37,3.92,8.48,125.48
"Post-exercise, I had a protein shake made with 30g of brown rice protein powder and 250ml of oat milk",11.75,24.25,7.75,213.75
"For breakfast, I had 2 slices (60g) of whole grain toast with 2 tbsp (32g) of avocado spread and 2 poached eggs (100g)",30.69,21.7,17.31,363.31
"My lunch was a grilled chicken salad with 100g of grilled chicken breast, 50g of mixed greens, 30g of cherry tomatoes, and 2 tbsp (30ml) of balsamic vinaigrette",5.5,32.5,11.5,255.5
"As an afternoon snack, I enjoyed 1 medium apple (182g) with 1 oz (28g) of almonds",25.64,7.89,16.13,280.83
"For dinner, I prepared 150g of baked salmon with 150g of quinoa and 100g of roasted asparagus",39.75,51.9,26.1,605.5
"Before bed, I had a small (200ml) cup of chamomile tea with 1 tsp (7g) of honey",6.09,0.02,0.0,24.43
"My mid-morning boost was a protein bar (60g) and a medium banana (118g)",39.31,11.95,9.0,284.8
"Lunch consisted of a turkey and avocado sandwich with 2 slices (60g) of whole wheat bread, 100g of sliced turkey breast, and 1/4 medium avocado (34g)",35.9,31.5,9.5,354.9
"I treated myself to a small (50g) piece of dark chocolate (70% cocoa) after dinner",22.0,4.2,22.0,300.0
"My pre-workout meal was 1 slice (40g) of whole grain bread with 1 tbsp (20g) of peanut butter",20.4,6.2,8.3,181.5
"Post-workout, I had a shake made with 30g of whey protein powder and 250ml of almond milk",3.75,26.25,3.75,153.75
"Breakfast was 40g of steel-cut oats cooked with water, topped with 1 tbsp (14g) of chia seeds and 100g of blueberries",38.9,7.7,4.9,228.3
"Dinner included 150g of lean beef stir-fry with 100g of brown rice and 150g of mixed vegetables",54.5,34.5,9.0,438.0
"As a light snack, I had 200g of Greek yogurt with 1 tbsp (15ml) of honey",14.9,19.8,10.0,230.8
"For lunch, I enjoyed a vegetable soup (250ml) with 1 whole wheat roll (50g)",30.5,8.5,3.5,188.5
"My afternoon pick-me-up was an espresso (30ml) with 1 tsp (4g) of sugar and 30ml of half-and-half",5.4,1.0,2.6,49.0
"For breakfast, I had a smoothie made with 200ml of almond milk, 1 scoop (30g) of protein powder, and 100g of mixed berries",17.0,27.0,4.5,217.5
"My lunch was a chicken Caesar wrap with a large (50g) whole wheat tortilla, 100g of grilled chicken, and 2 tbsp (30g) of Caesar dressing",27.5,33.5,16.5,392.5
"As an afternoon snack, I had 30g of mixed nuts and 1 medium orange (131g)",18.43,7.89,16.13,254.83
"For dinner, I prepared 180g of baked cod with 150g of sweet potato and 100g of steamed broccoli",41.7,39.9,2.7,353.9
"Before bed, I sipped on a cup of peppermint tea (250ml) with 1 tsp (7g) of honey",6.09,0.02,0.0,24.43
"My mid-morning boost was a small (150ml) green smoothie with spinach, banana, and apple",20.0,1.5,0.5,90.5
"Lunch consisted of a veggie wrap with a large (50g) whole wheat tortilla, 100g of hummus, and 100g of mixed vegetables",40.5,13.5,16.5,362.5
"I treated myself to a small (85g) serving of frozen yogurt after dinner",18.7,3.4,2.6,111.35
"My pre-workout fuel was a slice of whole grain toast (32g) with 1/2 medium banana (59g)",26.87,3.92,1.48,137.48
"Post-exercise, I had 200g of low-fat Greek yogurt with 1 tbsp (12g) of granola",14.71,23.42,5.77,203.57
"Breakfast was 2 large eggs (100g) with 1 slice (30g) of whole grain toast and 1 tsp (5g) of butter",15.69,15.7,13.31,245.31
"Dinner included 150g of grilled shrimp with 200g of zucchini noodles and 2 tbsp (30ml) of pesto sauce",8.1,33.9,18.5,333.9
"For a light snack, I had 1 medium-sized pear (178g) with 1 oz (28g) of goat cheese",27.64,7.34,6.14,193.18
"Lunch was a quinoa bowl with 100g of cooked quinoa, 100g of chickpeas, and 50g of roasted vegetables",54.5,17.5,6.5,346.5
"My evening treat was a small glass (150ml) of white wine with 1 oz (28g) of aged cheddar cheese",4.9,7.83,10.05,144.49
"For breakfast, I had a veggie omelet made with 2 whole eggs (100g), 50g of spinach, and 30g of feta cheese",2.69,17.7,19.31,255.31
"My lunch consisted of a tuna salad made with 100g of canned tuna in water, 1 tbsp (15g) of light mayonnaise, and 1 medium celery stalk (40g)",1.9,26.8,5.75,166.55
"As an afternoon pick-me-up, I had a medium cappuccino (240ml) made with whole milk",9.6,8.0,7.2,135.6
"For dinner, I savored 150g of grilled chicken breast with 100g of quinoa and 100g of roasted bell peppers",39.7,44.9,7.7,407.9
"Before bed, I enjoyed a small handful (28g) of walnuts",3.9,4.3,18.5,196.5
"My breakfast consisted of a bowl of 40g bran flakes with 200ml of semi-skimmed milk and 1 small banana (101g)",45.91,10.8,3.7,260.34
"For lunch, I had a Mediterranean-style salad with 50g of mixed greens, 50g of cherry tomatoes, 30g of olives, and 50g of feta cheese",6.55,9.7,17.8,224.2
"My afternoon snack was 1 medium apple (182g) with 1 tbsp (16g) of almond butter",27.64,4.34,8.14,201.18
"Dinner was 150g of grilled tofu with 150g of brown rice and 100g of steamed edamame",64.1,28.1,13.5,489.9
"As a late-night snack, I had 1 cup (245g) of low-fat cottage cheese with 1 tbsp (15ml) of honey",14.9,28.5,2.5,196.5
"For breakfast, I enjoyed 2 slices (60g) of rye bread with 1/2 medium avocado (68g) and 2 slices (56g) of tomato",35.4,6.2,11.9,269.5
"My lunch was a chicken and avocado wrap with a large (50g) whole wheat tortilla, 100g of grilled chicken, and 1/4 medium avocado (34g)",30.5,31.5,14.5,376.5
"As a mid-afternoon snack, I had 150g of Greek yogurt with 1 tbsp (15g) of chia seeds and 50g of blueberries",15.75,19.95,10.75,241.55
"For dinner, I prepared 180g of baked tilapia with 150g of roasted sweet potato and 100g of grilled asparagus",41.7,39.9,4.7,371.9
"Before bed, I had a small (200ml) glass of warm almond milk with 1 tsp (2g) of cinnamon",2.4,1.0,2.5,35.1
"My mid-morning boost was a homemade energy ball (30g) made with dates, nuts, and cocoa powder",15.0,3.0,7.0,135.0
"Lunch consisted of a lentil soup (300ml) with 1 slice (30g) of whole grain bread",36.5,13.5,3.5,233.5
"I treated myself to a small (50g) serving of dark chocolate-covered almonds after dinner",17.0,6.5,21.0,280.0
"My pre-workout fuel was a banana (118g) with 1 tbsp (20g) of peanut butter",27.31,5.35,8.3,204.9
"Post-exercise, I had a protein shake made with 30g of pea protein powder and 250ml of oat milk",11.75,24.25,7.75,213.75
"Breakfast was 1 cup (245g) of low-fat Greek yogurt with 1/4 cup (30g) of granola and 100g of mixed berries",30.7,24.42,8.77,298.57
"Dinner included 150g of grilled lean pork tenderloin with 200g of roasted Brussels sprouts and 100g of quinoa",39.1,44.9,11.7,441.9
"For a light snack, I had 1 medium-sized peach (150g) with 1 oz (28g) of unsalted almonds",21.64,7.89,16.13,264.83
"Lunch was a vegetarian burrito bowl with 100g of brown rice, 100g of black beans, 50g of corn, and 1/4 medium avocado (34g)",69.5,15.5,9.5,425.5
"My evening treat was a small (125ml) glass of kombucha with 1 oz (28g) of aged gouda cheese",4.9,7.83,8.05,124.49
"For breakfast, I had 2 slices (60g) of whole grain toast with 2 tbsp (32g) of avocado spread and 2 poached eggs (100g)",30.69,21.7,17.31,363.31
"My lunch consisted of a grilled vegetable panini with 2 slices (60g) of ciabatta bread, 100g of grilled vegetables, and 30g of mozzarella cheese",45.9,15.7,11.5,349.9
"As an afternoon pick-me-up, I had a matcha latte made with 200ml of oat milk and 1 tsp (2g) of matcha powder",11.2,3.0,3.5,88.3
"For dinner, I savored 150g of grilled sea bass with 100g of wild rice and 100g of sautéed spinach",44.7,39.9,9.7,427.9
"Before bed, I enjoyed a small handful (28g) of pumpkin seeds",3.8,7.0,14.0,163.0
"My breakfast was a smoothie bowl made with 200ml of coconut milk, 1 frozen banana (118g), and 1 scoop (30g) of vanilla protein powder, topped with 1 tbsp (10g) of coconut flakes",39.31,26.35,13.3,382.34
"For lunch, I had a Cobb salad with 50g of mixed greens, 50g of grilled chicken, 1 hard-boiled egg (50g), 30g of blue cheese, and 2 tbsp (30ml) of ranch dressing",3.5,29.5,29.5,399.5
"My afternoon snack was 1 medium pear (178g) with 1 oz (28g) of Brie cheese",27.64,6.34,9.14,217.18
"Dinner was 150g of grilled lamb chops with 150g of couscous and 100g of grilled eggplant",39.7,39.9,23.7,537.9
"As a late-night snack, I had 1 cup (245g) of sugar-free gelatin with 2 tbsp (30g) of whipped cream",1.9,6.5,3.0,61.6
"For breakfast, I enjoyed a bowl of 40g of muesli with 200ml of soy milk and 1 small sliced kiwi (69g)",36.91,11.8,8.7,272.34
"My lunch was a turkey and avocado sandwich with 2 slices (60g) of sourdough bread, 100g of sliced turkey breast, and 1/4 medium avocado (34g)",35.9,31.5,9.5,354.9
"As a mid-afternoon snack, I had 150g of sliced bell peppers with 2 tbsp (30g) of guacamole",8.45,2.45,4.5,82.1
"For dinner, I prepared 180g of grilled sirloin steak with 150g of mashed cauliflower and 100g of roasted carrots",11.7,44.9,19.7,407.9
"Before bed, I had a small (200ml) cup of chamomile tea with 1 tsp (7g) of honey",6.09,0.02,0.0,24.43
"My mid-morning boost was a homemade trail mix (30g) with nuts, seeds, and dried fruit",15.0,5.0,10.0,170.0
"Lunch consisted of a vegetable stir-fry with 150g of mixed vegetables, 100g of tofu, and 100g of brown rice",54.5,17.5,9.5,373.5
"I treated myself to a small (50g) serving of salted caramel ice cream after dinner",15.0,2.0,7.0,130.0
"My pre-workout fuel was 1 slice (30g) of whole grain bread with 1 tbsp (20g) of almond butter",15.37,5.92,8.48,161.48
"Post-exercise, I had a protein shake made with 30g of hemp protein powder and 250ml of cashew milk",5.75,22.25,9.75,199.75
"Breakfast was 2 whole grain waffles (60g) with 1 tbsp (20g) of maple syrup and 100g of strawberries",45.7,5.7,3.7,239.9
"Dinner included 150g of grilled salmon with 200g of roasted sweet potato and 100g of steamed green beans",41.7,39.9,16.7,479.9
"For a light snack, I had 1 medium-sized apple (182g) with 1 oz (28g) of sharp cheddar cheese",25.64,7.83,10.05,224.
"For breakfast, I had a bowl of 50g rolled oats cooked with 200ml almond milk, topped with 1 tbsp (15g) of honey and 30g of sliced almonds",43.15,11.55,15.9,359.9
"My lunch was a quinoa salad with 100g cooked quinoa, 100g grilled chicken breast, and 50g mixed vegetables",39.5,34.5,7.5,365.5
"As an afternoon snack, I enjoyed 200g of Greek yogurt with 1 tbsp (15g) of chia seeds and 100g of raspberries",19.75,23.95,10.75,271.55
"For dinner, I prepared 180g of baked cod with 150g of roasted Brussels sprouts and 100g of wild rice",54.7,39.9,2.7,405.9
"Before bed, I had a small (200ml) glass of warm milk with 1 tsp (2g) of turmeric powder",9.8,6.6,3.2,96.0
"My mid-morning boost was a homemade protein bar (60g) made with dates, nuts, and whey protein",25.0,15.0,10.0,250.0
"Lunch consisted of a vegetable and lentil soup (300ml) with 1 whole grain roll (50g)",45.5,15.5,3.5,278.5
"I treated myself to a small (30g) piece of dark chocolate (85% cocoa) after dinner",10.5,3.0,15.0,186.0
"My pre-workout fuel was a banana (118g) with 1 tbsp (16g) of cashew butter",27.31,4.34,8.14,201.18
"Post-exercise, I had a shake made with 30g of pea protein powder and 250ml of oat milk",11.75,24.25,7.75,213.75
"Breakfast was 2 poached eggs (100g) on 1 slice (30g) of whole grain toast with 1/4 medium avocado (34g)",15.69,19.7,16.31,289.31
"Dinner included 150g of grilled turkey breast with 200g of roasted butternut squash and 100g of steamed kale",29.7,44.9,4.7,343.9
"For a light snack, I had 1 medium-sized pear (178g) with 1 oz (28g) of blue cheese",27.64,6.34,9.14,217.18
"Lunch was a tuna salad sandwich with 2 slices (60g) of whole grain bread, 100g of canned tuna in water, and 1 tbsp (15g) of light mayonnaise",30.9,32.8,8.5,331.3
"My evening treat was a small (125ml) glass of red wine with 1 oz (28g) of aged parmesan cheese",4.9,11.83,8.05,144.49
"For breakfast, I had a smoothie made with 200ml of kefir, 1 scoop (30g) of vanilla protein powder, and 100g of mixed berries",22.0,29.0,5.5,254.5
"My lunch was a grilled vegetable wrap with a large (50g) whole wheat tortilla, 150g of grilled vegetables, and 30g of hummus",35.5,9.5,9.5,264.5
"As an afternoon pick-me-up, I had a small latte (200ml) made with whole milk and a shot of espresso",9.6,6.6,4.8,108.0
"For dinner, I savored 150g of grilled lean beef steak with 100g of quinoa and 100g of roasted asparagus",39.1,44.9,11.7,441.9
"Before bed, I enjoyed a small handful (28g) of macadamia nuts",3.7,2.2,21.5,215.6
"My breakfast consisted of 2 slices (60g) of rye bread with 2 tbsp (32g) of cream cheese and 50g of smoked salmon",30.9,22.5,15.5,352.1
"For lunch, I had a Caesar salad with 100g of grilled chicken breast, 50g of romaine lettuce, 20g of parmesan cheese, and 2 tbsp (30g) of Caesar dressing",2.5,35.5,20.5,336.5
"My afternoon snack was 1 medium apple (182g) with 2 tbsp (32g) of peanut butter",30.64,8.34,16.14,297.18
"Dinner was 150g of grilled tofu with 150g of stir-fried vegetables and 100g of brown rice",54.5,23.1,13.5,429.9
"As a late-night snack, I had 1 cup (245g) of low-fat cottage cheese with 1 tbsp (15ml) of sugar-free jam",14.9,28.5,2.5,196.5
"For breakfast, I enjoyed a veggie omelet made with 2 whole eggs (100g), 50g of spinach, 30g of mushrooms, and 1 oz (28g) of feta cheese",3.69,19.7,19.31,265.31
"My lunch was a chicken and quinoa bowl with 100g of grilled chicken, 100g of cooked quinoa, and 100g of mixed roasted vegetables",39.5,39.5,9.5,403.5
"As a mid-afternoon snack, I had 150g of edamame pods (about 75g of beans)",7.5,9.0,4.5,108.0
"For dinner, I prepared 180g of baked salmon with 150g of roasted sweet potato and 100g of steamed broccoli",41.7,44.9,16.7,503.9
"Before bed, I had a small (200ml) cup of chamomile tea with 1 tsp (7g) of honey",6.09,0.02,0.0,24.43
"My mid-morning boost was a homemade energy ball (30g) made with dates, cashews, and coconut",15.0,3.0,8.0,145.0
"Lunch consisted of a lentil and vegetable curry (300g) with 100g of basmati rice",75.5,15.5,6.5,425.5
"I treated myself to a small (50g) serving of gelato after dinner",15.0,2.0,5.0,115.0
"My pre-workout fuel was 1 slice (30g) of whole grain bread with 1/2 medium banana (59g)",26.87,3.92,1.48,137.48
"Post-exercise, I had a protein shake made with 30g of collagen protein powder and 250ml of coconut water",7.75,18.25,0.75,111.75
"Breakfast was 1 cup (245g) of low-fat Greek yogurt with 1/4 cup (30g) of granola and 1 tbsp (15ml) of maple syrup",30.7,24.42,8.77,298.57
"Dinner included 150g of grilled shrimp with 200g of zucchini noodles and 2 tbsp (30ml) of pesto sauce",8.1,33.9,18.5,333.9
"For a light snack, I had 1 medium-sized peach (150g) with 1 oz (28g) of goat cheese",21.64,7.34,6.14,169.18
"Lunch was a Mediterranean-style plate with 100g of hummus, 50g of whole wheat pita bread, 50g of feta cheese, and 100g of mixed olives",30.5,19.5,37.5,535.5
"My evening treat was a small (125ml) glass of kombucha with 1 oz (28g) of dark chocolate (70% cocoa)",15.9,3.2,12.0,187.4
"For breakfast, I had 2 slices (60g) of sourdough toast with 1/2 medium avocado (68g) and 2 slices (56g) of tomato",35.4,6.2,11.9,269.5
"My lunch consisted of a turkey and avocado wrap with a large (50g) whole wheat tortilla, 100g of sliced turkey breast, and 1/4 medium avocado (34g)",30.5,31.5,14.5,376.5
"As an afternoon pick-me-up, I had a matcha latte made with 200ml of oat milk and 1 tsp (2g) of matcha powder",11.2,3.0,3.5,88.3
"For dinner, I savored 150g of grilled lamb chops with 100g of couscous and 100g of grilled eggplant",30.7,39.9,23.7,501.9
"Before bed, I enjoyed a small handful (28g) of pistachios",7.7,5.8,13.0,170.5
"My breakfast was a chia seed pudding made with 3 tbsp (30g) of chia seeds, 200ml of almond milk, and 1 tbsp (15g) of honey",24.9,7.5,11.1,228.3
"For lunch, I had a Nicoise salad with 50g of mixed greens, 100g of canned tuna, 1 hard-boiled egg (50g), 50g of green beans, and 2 tbsp (30ml) of olive oil",3.5,34.5,24.5,374.5
"My afternoon snack was 1 medium orange (131g) with 1 oz (28g) of mixed nuts",18.43,7.89,16.13,254.83
"Dinner was 150g of grilled chicken thighs with 150g of roasted Brussels sprouts and 100g of sweet potato",29.7,39.9,14.7,413.9
"As a late-night snack, I had 1 cup (245g) of plain non-fat Greek yogurt with 1 tbsp (15ml) of honey",14.9,23.0,0.5,157.1
"For breakfast, I enjoyed a bowl of 40g bran flakes with 200ml of semi-skimmed milk and 1 small banana (101g)",45.91,10.8,3.7,260.34
"My lunch was a quinoa and black bean bowl with 100g of cooked quinoa, 100g of black beans, 50g of corn, and 1/4 medium avocado (34g)",69.5,17.5,9.5,433.5
"As a mid-afternoon snack, I had 150g of Greek yogurt with 1 tbsp (15g) of chia seeds and 50g of blueberries",15.75,19.95,10.75,241.55
"For dinner, I prepared 180g of baked tilapia with 150g of roasted cauliflower and 100g of brown rice",54.7,39.9,4.7,423.9
"Before bed, I had a small (200ml) glass of warm almond milk with 1 tsp (2g) of cinnamon",2.4,1.0,2.5,35.1
"For breakfast, I had a bowl of 45g steel-cut oats with 200ml of 2% milk and 1 tbsp (15g) of maple syrup",41.85,11.3,5.9,267.7
"My lunch was a turkey and cheese sandwich with 2 slices (60g) whole wheat bread, 100g sliced turkey breast, and 1 slice (28g) of Swiss cheese",30.9,35.7,9.5,353.9
"As an afternoon snack, I enjoyed 1 medium apple (182g) with 2 tbsp (32g) of almond butter",30.64,8.34,16.14,297.18
"For dinner, I prepared 150g of grilled chicken breast with 150g of roasted sweet potato and 100g of steamed broccoli",41.7,39.9,4.7,371.9
"Before bed, I had a small (200ml) glass of warm milk with 1 tsp (5g) of cocoa powder",10.3,6.7,3.2,97.6
"My mid-morning boost was a protein shake made with 30g whey protein powder and 250ml almond milk",3.75,26.25,3.75,153.75
"Lunch consisted of a large mixed salad (200g) with 150g of grilled salmon and 2 tbsp (30ml) of olive oil-based dressing",6.0,39.0,30.5,456.5
"I treated myself to a small (50g) serving of dark chocolate (70% cocoa) after dinner",22.0,4.2,22.0,300.0
"My pre-workout fuel was a banana (118g) with 1 tbsp (16g) of peanut butter",27.31,4.34,8.14,201.18
"Post-exercise, I had 200g of low-fat Greek yogurt with 1 tbsp (12g) of honey",14.71,23.42,5.77,203.57
"Breakfast was 2 scrambled eggs (100g) with 1 slice (30g) of whole grain toast and 1/4 medium avocado (34g)",15.69,17.7,16.31,277.31
"Dinner included 150g of lean beef stir-fry with 100g of brown rice and 150g of mixed vegetables",54.5,34.5,9.0,438.0
"For a light snack, I had 1 medium-sized pear (178g) with 1 oz (28g) of goat cheese",27.64,7.34,6.14,193.18
"Lunch was a quinoa bowl with 100g of cooked quinoa, 100g of black beans, and 50g of corn",54.5,17.5,3.5,319.5
"My evening treat was a small glass (150ml) of red wine with 1 oz (28g) of aged cheddar cheese",4.9,7.83,10.05,144.49
"For breakfast, I had a smoothie made with 200ml of kefir, 1 scoop (30g) of vanilla protein powder, and 100g of mixed berries",22.0,29.0,5.5,254.5
"My lunch was a chicken Caesar salad with 100g of grilled chicken, 50g of romaine lettuce, and 2 tbsp (30g) of Caesar dressing",2.5,31.5,16.5,288.5
"As an afternoon pick-me-up, I had a small latte (200ml) made with whole milk and a shot of espresso",9.6,6.6,4.8,108.0
"For dinner, I savored 150g of grilled tofu with 100g of quinoa and 100g of roasted vegetables",39.1,23.1,10.5,343.9
"Before bed, I enjoyed a small handful (28g) of almonds",3.7,6.0,14.0,163.8
"My breakfast consisted of 2 slices (60g) of rye bread with 2 tbsp (32g) of hummus and 50g of sliced cucumber",30.9,8.5,5.5,206.1
"For lunch, I had a tuna salad with 100g of canned tuna in water, 1 tbsp (15g) of light mayonnaise, and 50g of mixed greens",1.5,26.8,5.75,166.95
"My afternoon snack was 150g of baby carrots with 2 tbsp (30g) of hummus",12.45,3.45,4.5,102.3
"Dinner was 150g of grilled salmon with 150g of roasted Brussels sprouts and 100g of sweet potato",29.7,39.9,16.7,431.9
"As a late-night snack, I had 1 cup (245g) of low-fat cottage cheese with 1 tbsp (15ml) of sugar-free jam",14.9,28.5,2.5,196.5
"For breakfast, I enjoyed a veggie omelet made with 2 whole eggs (100g), 50g of spinach, and 30g of feta cheese",2.69,17.7,19.31,255.31
"My lunch was a turkey and avocado wrap with a large (50g) whole wheat tortilla, 100g of sliced turkey breast, and 1/4 medium avocado (34g)",30.5,31.5,14.5,376.5
"As a mid-afternoon snack, I had 200g of Greek yogurt with 1 tbsp (15g) of chia seeds and 50g of blueberries",15.75,23.95,10.75,257.55
"For dinner, I prepared 180g of baked cod with 150g of roasted cauliflower and 100g of brown rice",54.7,39.9,2.7,405.9
"Before bed, I had a small (200ml) cup of chamomile tea with 1 tsp (7g) of honey",6.09,0.02,0.0,24.43
"My mid-morning boost was a homemade energy ball (30g) made with dates, nuts, and cocoa powder",15.0,3.0,7.0,135.0
"Lunch consisted of a vegetable soup (250ml) with 1 whole wheat roll (50g)",30.5,8.5,3.5,188.5
"I treated myself to a small (50g) piece of dark chocolate (85% cocoa) after dinner",22.0,4.2,22.0,300.0
"My pre-workout fuel was 1 slice (30g) of whole grain bread with 1/2 medium banana (59g)",26.87,3.92,1.48,137.48
"Post-exercise, I had a protein shake made with 30g of pea protein powder and 250ml of oat milk",11.75,24.25,7.75,213.75
"Breakfast was 1 cup (245g) of low-fat Greek yogurt with 1/4 cup (30g) of granola and 100g of mixed berries",30.7,24.42,8.77,298.57
